Perfume_ID,Perfume_Name,Brand,Fragrance_Family,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Gender,Season,Longevity,Sillage,Description,Mood_Vibe,Occasion
P000211,Spicebomb,Viktor & Rolf,Woody Spicy,warm spicy; tobacco; sweet; leather; citrus,Bergamot; Grapefruit; Pink Pepper,Cinnamon; Saffron; Paprika,Tobacco; Vetiver; Leather,Men,autumn; winter; night,Long lasting,Strong,"Explosive peppery‑citrus opening over a hot mix of spices and smoky tobacco, bold and attention‑grabbing.",,
P000212,Spicebomb Extreme,Viktor & Rolf,Amber Spicy,warm spicy; sweet; tobacco; vanilla; amber,Bergamot; Black Pepper; Caraway,Lavender; Cumin; Mixed Spices,Tobacco; Vanilla; Amber; Woods,Men,autumn; winter; night,Long lasting,Strong,"Denser, sweeter flanker with thick vanilla‑tobacco and glowing spices, ideal for cold evenings.",,
P000213,La Nuit de L’Homme,Yves Saint Laurent,Woody Spicy,cardamom; warm spicy; woody; aromatic,Cardamom; Bergamot,Lavender; Cedar,Vetiver; Coumarin,Men,autumn; spring; night,Moderate,Moderate,"Soft, seductive cardamom over gentle woods and lavender, more intimate than loud.",,
P000214,L’Homme,Yves Saint Laurent,Woody Spicy,fresh spicy; citrus; woody; aromatic,Bergamot; Lemon; Ginger,White Pepper; Basil; Violet Leaf,Cedar; Vetiver; Tonka Bean,Men,spring; summer; day,Moderate,Moderate,"Fresh ginger‑citrus scent with light spices and clean woods, easy for everyday wear.",,
P000215,Dior Sauvage Eau de Parfum,Dior,Aromatic Spicy,fresh spicy; citrus; amber; aromatic,Bergamot; Sichuan Pepper,Lavender; Star Anise; Nutmeg,Ambroxan; Vanilla,Men,all seasons; day; night,Long lasting,Moderate,"Modern blue fragrance mixing bright peppery citrus with an ambery, slightly sweet base.",,
P000216,Dior Sauvage Elixir,Dior,Aromatic Spicy,warm spicy; lavender; amber; woody,Grapefruit; Cinnamon; Nutmeg; Cardamom,Lavender,Amber; Woods; Patchouli,Men,autumn; winter; night,Very long lasting,Strong,"Intense, syrupy version of Sauvage with heavy spices and dense lavender‑amber depth.",,
P000217,Tom Ford Noir Extreme,Tom Ford,Amber Spicy,warm spicy; vanilla; amber; sweet; woody,Cardamom; Nutmeg; Saffron; Citrus Notes,Kulfi Accord; Orange Blossom; Rose; Jasmine,Vanilla; Amber; Sandalwood; Tonka Bean,Men,autumn; winter; night,Long lasting,Strong,Creamy dessert‑like oriental with cardamom and saffron over a rich vanilla‑amber base.,,
P000218,Tom Ford Tobacco Vanille,Tom Ford,Amber Spicy,tobacco; vanilla; warm spicy; sweet; woody,Spicy Notes; Tobacco Leaf,Cacao; Tonka Bean; Dried Fruits,Vanilla; Woods,Unisex,autumn; winter; night,Long lasting,Very strong,"Thick pipe‑tobacco accord drenched in vanilla and spice, powerful and cozy for cold weather.",,
P000219,Armani Code Profumo,Giorgio Armani,Amber Spicy,warm spicy; amber; sweet; leather; aromatic,Green Mandarin; Cardamom; Apple,Nutmeg; Lavender; Orange Blossom,Tonka Bean; Amber; Leather,Men,autumn; winter; night,Long lasting,Strong,"Deep, sweet take on Code with rich tonka and warm spices creating a seductive evening scent.",,
P000220,Stronger With You Intensely,Giorgio Armani,Amber Fougere,sweet; warm spicy; vanilla; fruity; amber,Pink Pepper; Juniper; Violet,Toffee; Cinnamon; Lavender; Sage,Vanilla; Amber; Suede,Men,autumn; winter; night,Long lasting,Strong,"Very sweet chestnut‑like gourmand wrapped in cinnamon and amber, youthful and attention‑seeking.",,
P000221,Tom Ford Oud Wood,Tom Ford,Woody Spicy,woody; oud; warm spicy; amber; smoky,Cardamom; Sichuan Pepper,Oud; Sandalwood,Vetiver; Tonka Bean; Amber,Unisex,autumn; winter; night,Long lasting,Moderate,"Smooth, luxurious woods with cardamom and a soft oud accent for a refined, dressed‑up feel.",,
P000222,Tom Ford Tobacco Oud,Tom Ford,Woody Spicy,tobacco; oud; warm spicy; woody; amber,Whiskey Accord; Spices,Tobacco; Oud,Sandalwood; Amber; Resins,Unisex,autumn; winter; night,Long lasting,Strong,"Dark tobacco and oud laced with boozy spice, creating a rich, smoky statement scent.",,
P000223,Tom Ford Noir,Tom Ford,Amber Spicy,warm spicy; powdery; woody; citrus; amber,Bergamot; Pink Pepper; Verbena,Black Pepper; Nutmeg; Geranium,Amber; Patchouli; Vanilla; Woods,Men,autumn; winter; night,Moderate to long lasting,Moderate,"Soft, spicy oriental with citrus and pepper up top and a creamy, powdery amber base.",,
P000224,Versace Eros Flame,Versace,Woody Spicy,citrus; warm spicy; sweet; woody; amber,Mandarin Orange; Black Pepper; Chinotto,Rosemary; Pepper; Geranium,Sandalwood; Vanilla; Tonka Bean; Patchouli,Men,autumn; winter; night,Long lasting,Strong,"Fiery citrus and pepper over the sweet Eros DNA, louder and more passionate for nights out.",,
P000225,Paco Rabanne 1 Million,Paco Rabanne,Amber Spicy,sweet; cinnamon; warm spicy; leathery; amber,Blood Mandarin; Grapefruit; Mint,Cinnamon; Spicy Notes; Rose,Leather; Amber; Woods; Patchouli,Men,autumn; winter; night,Long lasting,Strong,Loud sweet orange‑cinnamon blend with a leathery amber base that dominates parties and clubs.,,
P000226,Paco Rabanne Pure XS,Paco Rabanne,Amber Spicy,sweet; warm spicy; vanilla; aromatic,Ginger; Green Notes; Bergamot,Cinnamon; Liquor Accord; Leather,Vanilla; Myrrh; Sugar; Woods,Men,autumn; winter; night,Moderate to long lasting,Strong,"Liqueur‑like ginger and cinnamon wrapped in sugary vanilla, playful and flirty for evenings.",,
P000227,The One for Men Eau de Parfum,Dolce & Gabbana,Woody Spicy,warm spicy; amber; tobacco; citrus; woody,Grapefruit; Coriander; Basil,Cardamom; Ginger; Orange Blossom,Tobacco; Amber; Cedar,Men,autumn; winter; evening,Moderate,Moderate,"Smooth tobacco‑amber scent with gentle cardamom and ginger, classy and date‑friendly.",,
P000228,Ultra Male,Jean Paul Gaultier,Amber Fougere,sweet; vanilla; pear; cinnamon; warm spicy,Bergamot; Pear; Lavender; Mint,Cinnamon; Clary Sage,Vanilla; Amber; Cedar; Patchouli,Men,autumn; winter; night,Long lasting,Strong,"Very sweet pear‑vanilla cloud cut with cinnamon spice, built for loud nightlife.",,
P000229,Le Male Le Parfum,Jean Paul Gaultier,Amber Fougere,vanilla; warm spicy; amber; aromatic,Cardamom,Lavender; Iris,Vanilla; Woods; Amber,Men,autumn; winter; night,Long lasting,Strong,"Darker, spicier twist on Le Male with cardamom and amber over creamy vanilla.",,
P000230,Bentley for Men Intense,Bentley,Amber Spicy,warm spicy; boozy; woody; leather; incense,Bergamot; Black Pepper; Bay Leaf,Rum; Cinnamon; Clary Sage; Geranium,Leather; Incense; Cedar; Patchouli,Men,autumn; winter; night,Long lasting,Strong,"Boozy rum and spices over smoky leather and woods, giving a rich, mature gentleman vibe",,
P000231,Gentleman Eau de Parfum,Givenchy,Woody Aromatic,iris; warm spicy; vanilla; woody; amber,Black Pepper; Bergamot,Iris; Clove; Cinnamon,Vanilla; Patchouli; Tolu Balsam,Men,autumn; winter; night,long lasting,moderate,"Creamy iris wrapped in pepper, clove, and vanilla, giving a dressed‑up, cozy masculine feel.",,
P000232,Gentleman Réserve Privée,Givenchy,Amber Vanilla,whisky; vanilla; iris; warm spicy; woody,Whisky Accord; Bergamot,Iris; Chestnut,Vanilla; Amber; Woods,Men,autumn; winter; night,long lasting,moderate,"Boozy whisky and chestnut over smooth iris and vanilla, perfect for intimate evenings.",,
P000233,Gentleman Boisée,Givenchy,Woody Spicy,woody; warm spicy; iris; cacao; fresh spicy,Black Pepper; Geranium; Coriander,Iris; Cacao,Cedar; Sandalwood; Patchouli,Men,autumn; spring; evening,moderate,moderate,"Elegant woody‑iris scent with pepper and cacao adding a refined, slightly dry warmth.",,
P000234,Burberry Mr. Burberry EDP,Burberry,Woody Aromatic,warm spicy; aromatic; woody; amber; green,Grapefruit; Cardamom; Tarragon,Mint; Cedar; Nutmeg; Lavender,Patchouli; Cinnamon; Amber; Benzoin,Men,autumn; spring; evening,moderate,moderate,"Herbal grapefruit and cardamom over woods and amber, like a moody London night in a bottle.",,
P000235,Dunhill Icon,Alfred Dunhill,Woody Aromatic,aromatic; fresh spicy; woody; citrus,Neroli; Bergamot; Black Pepper; Petitgrain,Cardamom; Lavender; Juniper Berries; Sage,Vetiver; Oakmoss,Men,spring; autumn; day,moderate,moderate,"Crisp neroli and bergamot with pepper and cardamom, giving a barbershop‑meets‑modern twist.",,
P000236,Montblanc Explorer,Montblanc,Woody Aromatic,woody; citrus; aromatic; fresh spicy; amber,Bergamot; Pink Pepper; Clary Sage,Vetiver; Leather; Ambroxan,Patchouli; Cacao; Akigalawood,Men,spring; summer; autumn,moderate,moderate,"Bright bergamot and pepper up top with clean woods and leather, versatile and easy to wear.",,
P000237,Versace Dylan Blue,Versace,Aromatic Fougere,citrus; fresh spicy; amber; woody; musky,Calabrian Bergamot; Grapefruit; Fig Leaf,Black Pepper; Patchouli; Violet Leaf,Musk; Incense; Tonka Bean; Saffron,Men,spring; summer; night,long lasting,strong,"Blue citrus‑aquatic opening with pepper and incense, giving a slightly smoky modern club vibe.",,
P000238,Mugler A*Men,Mugler,Amber Woody,sweet; coffee; warm spicy; patchouli; vanilla,Bergamot; Fruity Notes,Coffee; Caramel; Honey; Mint,Patchouli; Vanilla; Tonka Bean; Benzoin,Men,autumn; winter; night,long lasting,strong,"Gourmand blast of coffee, caramel, and patchouli that feels loud, edgy, and nostalgic.",,
P000239,Amouage Interlude Man,Amouage,Amber Spicy,smoky; balsamic; warm spicy; woody; incense,Oregano; Pimento Berry; Bergamot,Amber; Frankincense; Opoponax,Leather; Agarwood (Oud); Patchouli; Sandalwood,Men,autumn; winter; night,eternal,enormous,"Massive smoky incense and spices over dark woods, a dramatic statement scent for cold nights.",,
P000240,Parfums de Marly Herod,Parfums de Marly,Woody Spicy,tobacco; vanilla; warm spicy; sweet; woody,Cinnamon; Pepper,Tobacco Leaf; Osmanthus,Vanilla; Cedar; Vetiver; Iso E Super,Men,autumn; winter; night,long lasting,strong,"Smooth pipe‑tobacco accord with cinnamon and creamy vanilla, rich and comforting yet elegant.",,
P000241,Parfums de Marly Layton,Parfums de Marly,Amber Fougere,sweet; warm spicy; fruity; vanilla; woody,Apple; Bergamot; Lavender,Geranium; Violet; Spices,Vanilla; Sandalwood; Cardamom; Pepper,Men,autumn; winter; night,long lasting,strong,"Juicy apple and lavender over a warm cardamom‑vanilla base, very crowd‑pleasing and cozy.",,
P000242,By Kilian Intoxicated,By Kilian,Amber Spicy,coffee; warm spicy; sweet; cinnamon,Cardamom,Turkish Coffee Accord,Vanilla; Cinnamon; Patchouli,Unisex,autumn; winter; night,long lasting,moderate,Dark coffee and cardamom blend that feels like sweet spiced Turkish coffee on skin.,,
P000243,By Kilian Straight to Heaven,By Kilian,Woody Spicy,rum; woody; spicy; smoky; patchouli,Rum Accord,Dried Fruits; Nutmeg,Patchouli; Cedar; Vanilla,Unisex,autumn; winter; evening,long lasting,moderate,"Boozy rum and woods with a dry spicy patchouli character, elegant and slightly smoky.",,
P000244,Mancera Red Tobacco,Mancera,Woody Spicy,tobacco; warm spicy; sweet; woody; smoky,Saffron; Cinnamon; Incense,Apple; Patchouli; Oud,Tobacco; Amber; Sandalwood; Musk,Unisex,autumn; winter; night,eternal,enormous,"Nuclear‑strength tobacco and spice bomb with smoky woods and sweetness, huge projection.",,
P000245,Mancera Cedrat Boise Intense,Mancera,Woody Spicy,citrus; woody; fruity; fresh spicy,Lemon; Blackcurrant; Spices,Jasmine; Patchouli,Cedarwood; Sandalwood; Vanilla; Musk,Unisex,spring; summer; autumn,long lasting,strong,"Bright lemon and blackcurrant over dry woods and light spice, versatile but still punchy.",,
P000246,Nasomatto Duro,Nasomatto,Woody Spicy,woody; leather; spicy; balsamic,Spicy Notes,Woody Notes,Leather; Resins,Unisex,autumn; winter; night,long lasting,strong,"Dense resinous woods and leather with rough spice edges, very masculine and bold.",,
P000247,Azzaro The Most Wanted EDP,Azzaro,Amber Spicy,sweet; warm spicy; woody; vanilla,Cardamom,Toffee Accord,Amberwood; Woods; Vanilla,Men,autumn; winter; night,long lasting,strong,"Sweet toffee and cardamom combo over modern woods, built for compliments in cooler weather.",,
P000248,Prada Luna Rossa Black,Prada,Amber Fougere,warm spicy; amber; musky; powdery,Bergamot,Angelica; Patchouli,Coumarin; Amber; Musk,Men,autumn; winter; night,long lasting,moderate,"Soft spicy amber with powdery musky warmth, smooth and slightly mysterious for evenings.",,
P000249,Carolina Herrera Bad Boy,Carolina Herrera,Amber Spicy,warm spicy; sweet; cacao; woody,Black Pepper; White Pepper; Bergamot,Cedar; Sage,Tonka Bean; Cacao,Men,autumn; winter; night,long lasting,strong,"Peppery opening that dries down to sweet cacao‑tonka, playful and modern.",,
P000250,Viktor & Rolf Antidote,Viktor & Rolf,Woody Spicy,aromatic; warm spicy; woody; balsamic,Bergamot; Mandarin; Cardamom; Pepper,Lavender; Geranium; Cinnamon; Nutmeg,Patchouli; Sandalwood; Incense; Amber,Men,autumn; spring; evening,moderate,moderate,"Complex aromatic‑spicy blend with herbs, woods, and resins, an off‑beat but charming classic",,
P000251,Acqua di Parma Colonia Intensa,Acqua di Parma,Woody Spicy,citrus; aromatic; warm spicy; leather,Calabrian Bergamot; Lemon; Ginger,Cardamom; Neroli; Myrtle,Leather; Patchouli; Benzoin; Musk,Men,spring; summer; autumn,moderate,moderate,Classic Italian citrus cologne with ginger and cardamom leading into a dry leathery base.,,
P000252,Burberry London for Men,Burberry,Woody Spicy,warm spicy; tobacco; cinnamon; woody,Bergamot; Lavender; Cinnamon Leaf,Leather; Mimosa,Tobacco; Opoponax; Woods,Men,autumn; winter; evening,long lasting,moderate,"Cozy tobacco and cinnamon wrapped in soft woods, like a warm scarf in cold weather.",,
P000253,Viktor & Rolf Spicebomb Infrared,Viktor & Rolf,Amber Spicy,warm spicy; sweet; fruity; tobacco,Red Fruits; Pink Pepper; Saffron,Cinnamon; Chilli Accord,Tobacco; Benzoin; Woods,Men,autumn; winter; night,long lasting,strong,Fruity‑spicy twist on the Spicebomb DNA with red fruits and chilli over sweet tobacco.,,
P000254,Rochas Man,Rochas,Amber Fougere,sweet; coffee; vanilla; warm spicy,Bergamot; Lavender,Coffee; Jasmine,Vanilla; Sandalwood; Amber,Men,autumn; winter; night,moderate,moderate,"Creamy coffee and vanilla with a soft lavender top, gourmand and slightly playful.",,
P000255,Y Eau de Parfum,Yves Saint Laurent,Aromatic Fougere,aromatic; fresh spicy; woody; amber,Apple; Bergamot; Ginger,Sage; Juniper Berries; Geranium,Amberwood; Tonka Bean; Cedar; Olibanum,Men,all seasons; day; night,long lasting,moderate,"Fresh apple‑ginger opening over aromatic herbs and warm amber woods, very versatile.",,
P000256,Prada Luna Rossa Carbon,Prada,Aromatic Fougere,fresh spicy; amber; lavender; metallic,Bergamot; Pepper,Lavender; Metallic Notes,Ambroxan; Patchouli,Men,spring; autumn; night,long lasting,moderate,"Clean metallic lavender with peppery freshness and ambroxan, a smoother take on the blue style.",,
P000257,Carolina Herrera CH Men Prive,Carolina Herrera,Amber Spicy,boozy; warm spicy; leather; sweet,Grapefruit; Whiskey Accord,Cardamom; Lavender,Leather; Benzoin; Tonka Bean,Men,autumn; winter; night,long lasting,moderate,"Whiskey, cardamom, and leather combine into a smooth, intimate club‑style evening scent.",,
P000258,Issey Miyake Nuit d’Issey,Issey Miyake,Woody Spicy,warm spicy; woody; incense; leather,Grapefruit; Black Pepper,Leather; Spices,Patchouli; Incense; Tonka Bean,Men,autumn; winter; night,long lasting,moderate,"Dark citrus‑pepper opening leading into leathery, smoky woods, giving a mysterious night vibe.",,
P000259,Hugo Boss Bottled Oud,Hugo Boss,Woody Spicy,oud; warm spicy; fruity; woody,Apple; Citrus Notes,Cinnamon; Clove; Saffron,Oud; Sandalwood; Cypriol,Men,autumn; winter; evening,long lasting,strong,Combines the Boss Bottled apple‑cinnamon feel with smooth oud and woods for a richer twist.,,
P000260,Armaf Club de Nuit Intense Man,Armaf,Woody Spicy,citrus; smoky; woody; spicy,Lemon; Pineapple; Bergamot,Birch; Jasmine; Rose,Musk; Ambergris; Patchouli; Vanilla,Men,spring; autumn; night,long lasting,strong,"Sharp citrus‑smoky accord with spicy woods and amber, powerful and very noticeable in the air.",,
P000261,Reflection Man,Amouage,Woody Floral Fresh,fresh; white floral; woody; aromatic,Rosemary; Red Pepper Berries; Bitter Orange,Neroli; Jasmine; Ylang‑Ylang,Sandalwood; Cedar; Patchouli; Vetiver,Men,spring; summer; day,long lasting,moderate,"Clean soapy white florals and citrus over smooth woods, a very polished fresh‑formal scent.",,
P000262,Green Irish Tweed,Creed,Aromatic Green,green; fresh; citrus; woody,Lemon; Verbena,Violet Leaf,Sandalwood; Ambergris,Men,spring; summer; day,long lasting,moderate,Lush green grass and lemon vibe with a classic barbershop freshness and smooth woody base.,,
P000263,Cedrat Boise,Mancera,Woody Citrus Fresh,citrus; fruity; woody; fresh,Sicilian Lemon; Blackcurrant; Spices,Jasmine; Patchouli,Cedarwood; Leather; Vanilla; Musk,Unisex,spring; summer; autumn,long lasting,strong,"Sparkling lemon and juicy fruits over dry woods and soft leather, a fresh yet bold everyday scent.",,
P000264,Percival,Parfums de Marly,Aromatic Fresh,fresh; citrus; aromatic; musky,Mandarin; Bergamot; Aromatic Spices,Lavender; Coriander; Geranium,Ambroxan; Musk; Balsamic Woods,Men,spring; summer; day,long lasting,strong,"Modern blue‑style freshie with bright citrus and herbs on a musky, ambroxan‑heavy base.",,
P000265,40 Knots,Xerjoff (Join the Club),Aquatic Woody,marine; salty; woody; fresh,Sea Salt Accord; Green Notes,Marine Notes; Aromatic Herbs,Cedarwood; Amber‑like Woods,Unisex,spring; summer; day,long lasting,moderate,"Realistic salty sea‑air impression with subtle herbs and woods, like walking near a marina.",,
P000266,Hacivat,Nishane,Citrus Woody Fresh,citrus; woody; fruity; fresh,Bergamot; Pineapple; Grapefruit,Jasmine; Patchouli,Cedar; Vetiver; Oakmoss,Unisex,spring; summer; day/night,long lasting,strong,"Sharp citrus‑pineapple brightness over mossy woods, a very fresh yet powerful niche signature.",,
P000267,Sel Marin,James Heeley / Heeley,Marine Aromatic,marine; salty; citrus; fresh; green,Lemon; Bergamot; Sea Salt,Seaweed Accord; Vetiver,Oakmoss; Cedar; Amber Notes,Unisex,spring; summer; day,moderate,moderate,"Breezy seaside lemon with seaweed and woods, airy and natural‑smelling rather than sweet.",,
P000268,Silver Mountain Water,Creed,Aromatic Fresh,fresh; green; citrus; musky,Bergamot; Mandarin; Green Tea,Blackcurrant; Ozonic Notes,Musk; Sandalwood,Unisex,spring; summer; day,long lasting,moderate,Cool green tea and citrus accord with an inky blackcurrant twist and clean musky base.,,
P000269,Cologne,Thierry Mugler (Mugler),Citrus Aromatic,soapy; citrus; fresh; musky,Bergamot; Neroli,White Florals,Clean Musk; Woods,Unisex,spring; summer; day,moderate,intimate,"Ultra‑soapy, shower‑fresh citrus musk that feels like clean skin and white towels.",,
P000270,Nordé,Histoires de Parfums,Aromatic Fresh,aromatic; citrus; green; woody,Grapefruit; Bitter Orange; Aromatic Herbs,Cypress; Lavender; Green Notes,Cedar; Vetiver; Musk,Unisex,spring; autumn; day,moderate,moderate,"Bitter citrus and herbs over crisp woods, a fresh aromatic choice from a quieter niche house.",,
P000271,Mefisto Gentiluomo,Xerjoff Casamorati,Citrus Aromatic,citrus; fresh; floral; woody,Grapefruit; Bergamot; Lemon,Lavender; Violet; Rose,Cedarwood; Sandalwood; Musk,Men,spring; summer; day,long lasting,moderate,Sparkling citrus barbershop style with a smooth lavender‑violet heart and clean woody base.,,
P000272,Timbuktu,L’Artisan Parfumeur,Woody Aromatic,smoky; green; fresh spicy; woody,Green Mango; Pink Pepper; Cardamom,Incense; Papyrus; Spices,Vetiver; Myrrh; Woods,Unisex,spring; autumn; day,moderate,moderate,"Airy, smoky‑green composition inspired by West African incense rituals, fresh yet meditative.",,
P000273,Sel d’Argent,BDK Parfums,Aromatic Aquatic,salty; citrus; aromatic; fresh,Grapefruit; Bigarade (Bitter Orange); Salt,Sage; Hedione; Orange Blossom,Cashmeran; White Musk,Unisex,spring; summer; day,moderate,moderate,"Gentle salty citrus breeze with soft florals and musks, like a light coastal morning.",,
P000274,Aqua Universalis Forte,Maison Francis Kurkdjian,Citrus Musky,citrus; fresh; musky; floral,Bergamot; Lemon,Jasmine; Rose,White Musk; Woods,Unisex,spring; summer; day,long lasting,moderate,Elevated “fresh laundry” effect with bright citrus and sheer florals over a strong musky base.,,
P000275,Morning Chess,Vilhelm Parfumerie,Green Fruity,green; fresh; fruity; woody,Bergamot,Galbanum; Leather Accord,Patchouli; Black Amber,Unisex,spring; summer; day,long lasting,moderate,"Sharp green bergamot and galbanum with a subtle leather shadow, crisp like morning air.",,
P000276,Aqua Celestia Forte,Maison Francis Kurkdjian,Citrus Aromatic,citrus; fresh; green; musky,Lime; Cool Mint; Blackcurrant; Neroli,Mimosa; Green Notes,White Musks,Unisex,spring; summer; day,moderate,moderate,"Bright lime‑mint and neroli over airy musks, giving a very clean, almost weightless freshness.",,
P000277,1270,Frapin,Woody Fruity,fruity; honeyed; warm; fresh‑sweet,Pineapple; Dried Fruits; Citrus Nuances,Grape; Honey; Cocoa,Tonka Bean; Woods; Vanilla,Unisex,autumn; spring; day,moderate,intimate,"Light boozy‑fruity sweetness with a fresh opening, like a gentle cognac with dried fruits.",,
P000278,You or Someone Like You,État Libre d’Orange,Green Aromatic,minty; green; fresh; herbal,Mint; Grapefruit; Green Notes,Rose; Aromatic Herbs,White Musk; Light Woods,Unisex,spring; summer; day,moderate,moderate,"Cool mint and garden herbs over a sheer musky base, very breezy and “Los Angeles rooftop” fresh.",,
P000279,Bruise Violet,Haeckels,Green Floral,green; fresh; earthy; floral,Tomato Leaf; Violet Leaf,Iris; Orris; Hedgerow Florals,Moss; Soft Woods,Unisex,spring; autumn; day,moderate,intimate,"Dewy garden‑green vibe with tomato leaf and violets, smelling like crushed stems and petals.",,
P000280,Black Sea,Lorenzo Pazzaglia,Marine Amber,marine; fresh; amber; floral,Marine Notes; Orange; Aromatic Citrus,Orange Blossom; Jasmine; Spices,Grey Amber; Woods,Unisex,summer; autumn; evening,long lasting,strong,"Intense salty‑marine accord with bright citrus and deep amber, a dramatic ocean‑inspired scent.",,
P000281,Nordic Cedar,Maya Njie,Woody Aromatic,woody; fresh spicy; green; amber,Cardamom; Cedar Shavings,Patchouli; Musk,Amber Accord; Soft Woods,Unisex,autumn; spring; day,moderate,intimate,"Dry Scandinavian‑style woods with cardamom and soft greenery, airy but slightly warm.",,
P000282,Flora Danica 1761,Flora Danica,Aromatic Green,citrus; herbal; green; woody,Lemon; Bitter Orange,Sage; Wild Herbs,Patchouli; Cedarwood,Unisex,spring; summer; day,moderate,moderate,"Tart lemon and aromatic sage over clean patchouli woods, crisp and countryside‑fresh.",,
P000283,Zephirine,LBTY London,Floral Fresh,fig; rose; green; suede; fresh,Fig Leaf; Bergamot,Rose Centifolia; Peony,Suede Accord; Soft Woods,Unisex,spring; summer; day,moderate,moderate,"Dewy fig and rose with a light suede undertone, giving a breezy, modern floral freshness.",,
P000284,Irish Leather,Memo Paris,Leather Aromatic,green; leather; fresh spicy; herbal,Juniper Berries; Pink Pepper; Clary Sage,Mate; Green Notes,Leather; Birch; Tonka Bean,Unisex,autumn; spring; evening,long lasting,strong,"Sharp green herbs and juniper over smoky leather, like cool air over a countryside road.",,
P000285,Nordic Fjords,Who Is Elijah,Aquatic Aromatic,marine; citrus; aromatic; fresh,Grapefruit; Sea Spray Accord,Rosemary; Lavender,Driftwood; White Musk,Unisex,spring; summer; day,moderate,moderate,"Clean salty citrus with herbal touches and pale woods, evoking a cold Nordic shoreline.",,
P000286,Iris Malikhan,Maison Crivelli,Woody Floral Fresh,iris; green; fresh; woody,Green Notes; Citrusy Sparkles,Iris; Mimosa,Sandalwood; Vanilla‑like Woods,Unisex,spring; autumn; day,long lasting,moderate,"Velvety iris growing out of green, slightly dusty fields, fresh yet creamy and comforting.",,
P000287,Voodoo Chile,Rogue Perfumery,Woody Aromatic,green; earthy; spicy; resinous,Lentisque; Cedarwood,Patchouli; Spices,Sandalwood; Resins,Unisex,autumn; spring; evening,long lasting,moderate,"Green lentisque and cedar give an herbal freshness that slowly turns dark, earthy, and resinous.",,
P000288,Nordic Spring,Svensk Parfym,Green Aromatic,green; fresh; woody; floral,Birch Leaves; Pine Needles,Lily of the Valley; Wildflowers,Moss; Soft Woods,Unisex,spring; summer; day,moderate,intimate,"Smells like walking through a Scandinavian forest in early spring, with sap, leaves, and light flowers.",,
P000289,Les Fleurs,Maya Njie,Floral Green,floral; green; fresh; powdery,Bergamot; Green Leaves,Orange Blossom; Jasmine,Musk; Soft Woods,Unisex,spring; summer; day,moderate,intimate,"Gentle green‑citrus opening into soft white florals and clean musks, subtle and very wearable.",,
P000290,Silver Fir,Anatole Lebreton,Woody Green,coniferous; green; fresh; resinous,Fir Needles; Pine; Bergamot,Herbs; Spices,Balsamic Resins; Woods,Unisex,autumn; winter; day,long lasting,moderate,"Bitter green fir and pine with aromatic herbs, a cool forest scent that stays airy rather than heavy.",,
P000291,Prada L’Homme,Prada,Woody / Chypre,"powdery, iris, woody, violet, fresh spicy","Neroli, Black Pepper, Cardamom, Carrot Seeds","Iris, Violet, Geranium, Mate","Amber, Cedar, Patchouli, Sandalwood","Spring, Fall, Day",moderate,moderate,Clean powdery iris with soft woods and fresh spices.,,,
P000292,Acqua di Giò Profondo,Giorgio Armani,Aromatic Fougere,"marine, aromatic, fresh spicy, citrus, lavender","Sea Notes, Bergamot, Green Mandarin","Rosemary, Lavender, Cypress, Mastic","Mineral Notes, Musk, Patchouli, Amber","Spring, Summer, Day",long lasting,moderate,Deep aquatic freshness with aromatic herbs and mineral woods.,,,
P000293,Bvlgari Aqva Pour Homme,Bvlgari,Aromatic Aquatic,"aquatic, marine, citrus, fresh spicy, aromatic","Mandarin, Orange","Seaweed, Lavender, Cotton Flower","Cedarwood, Patchouli, Amber","Spring, Summer, Day",moderate,moderate,Crisp marine citrus blended with light florals and woody amber.,,,
P000294,Y Eau de Toilette,Yves Saint Laurent,Aromatic Fougere,"fresh spicy, aromatic, citrus, herbal, woody","Bergamot, Ginger, Aldehydes","Sage, Geranium, Violet Leaf","Cedar, Ambergris, Incense","Spring, Summer, Day, Evening",long lasting,strong,Fresh spicy aromatic blend with aldehydes and woody amber.,,,
P000295,Dior Homme Cologne (2022),Dior,Citrus Aromatic,"citrus, fresh, musky, clean, powdery",Calabrian Bergamot,Grapefruit Blossom,White Musk,"Spring, Summer, Day",moderate,moderate,Bright citrus cologne with soft musk and airy freshness.,,,
P000296,Versace Pour Homme,Versace,Aromatic Fougere,"citrus, aromatic, fresh spicy, floral, woody","Lemon, Neroli, Bergamot, Rose de Mai","Hyacinth, Cedar, Clary Sage, Geranium","Tonka Bean, Musk, Amber","Spring, Summer, Day",moderate,moderate,Clean citrus–aromatic scent with florals and warm woods.,,,
P000297,Bleu de Chanel EDT,Chanel,Woody Aromatic,"citrus, woody, amber, aromatic, fresh spicy","Lemon, Grapefruit, Mint, Pink Pepper","Ginger, Iso E Super, Nutmeg, Jasmine","Incense, Cedar, Vetiver, Sandalwood, Patchouli","All Seasons, Day, Evening",long lasting,strong,Clean woody–citrus freshness with incense and aromatic spices.,,,
P000298,Lacoste Blanc (L.12.12 White),Lacoste,Woody Aromatic,"citrus, fresh spicy, herbal, woody, floral","Grapefruit, Rosemary, Cedar Leaf","Ylang-Ylang, Tuberose","Cedarwood, Vetiver, Suede","Spring, Summer, Day",moderate,moderate,Clean citrus–herbal scent with soft woods and florals.,,,
